CONTRACT_D	PREVIOUS_S	OPEN_PRICE	HIGH_PRICE	LOW_PRICE	CLOSE_PRIC	SETTLEMENT	NET_CHANGE	OI_NO_CON	TRADED_QUA	TRD_NO_CON	TRADED_VAL
FUTSTKIGL25-JAN-2023	421.8	423.55	423.55	415.5	418.7	418.7	-0.73	5874	1798500	1308	754721481.3
FUTSTKAXISBANK25-JAN-2023	968.15	969.05	974.65	959.8	962.55	962.55	-0.57	34897	18477600	15398	17885641920
FUTSTKINFY29-MAR-2023	1546.8	1536.75	1537	1513.5	1515.5	1515.5	-2.02	1329	61200	153	93140560
FUTSTKLUPIN23-FEB-2023	747.25	747.7	748.8	740	743.45	743.45	-0.5	160	32300	38	24017982.5
FUTSTKEICHERMOT23-FEB-2023	3246.75	3238.25	3263.8	3215	3247.45	3247.45	0.02	197	19600	112	63578033.75
FUTSTKIPCALAB25-JAN-2023	853.35	851.5	863.3	848.85	858.2	858.2	0.56	2479	315250	485	270272242.5
FUTSTKATUL29-MAR-2023	8306.3	0	0	0		8104.95	-2.42	0	0	0	0
FUTSTKITC29-MAR-2023	336.45	330.5	330.65	327	327.85	327.85	-2.55	63	89600	56	29410160
FUTSTKRAIN25-JAN-2023	180.65	179.45	180.85	174.6	176.95	176.95	-2.04	2977	4963000	1418	878085075
FUTSTKMRF23-FEB-2023	89304.35	89264.8	89264.8	87700.05	87865.7	87865.7	-1.61	80	420	42	36973574
FUTSTKGNFC25-JAN-2023	571.15	573.15	589.15	572.5	582.3	582.3	1.95	5738	6503900	5003	3778183890
FUTSTKJKCEMENT29-MAR-2023	3012.45	0	0	0		2959.65	-1.75	0	0	0	0
FUTSTKINTELLECT29-MAR-2023	454.8	452.2	453.6	452.2	453.6	445.75	-1.98	4	4000	4	1812150
FUTSTKBRITANNIA25-JAN-2023	4264.85	4275	4291.55	4235.75	4255.7	4255.7	-0.21	5714	296200	1481	1261895250
FUTSTKBHARTIARTL25-JAN-2023	819.8	818.4	821.75	809	812.3	812.3	-0.91	39634	4417500	4650	3604062785
FUTSTKOFSS23-FEB-2023	3039.45	3037	3050.5	3022.75	3050.5	3043.15	0.12	154	2000	10	6073900
FUTSTKPETRONET23-FEB-2023	218.65	218.05	221.6	216.5	218.75	218.75	0.04	77	138000	46	30167100
FUTSTKCOLPAL25-JAN-2023	1522.35	1524.4	1531.85	1517.85	1519.6	1519.6	-0.18	6544	306950	877	468024112.5
FUTSTKULTRACEMCO29-MAR-2023	7106.15	7119.2	7119.2	7119.2	7119.2	7119.2	0.18	5	200	2	1423840
FUTSTKTATACOMM29-MAR-2023	1357.6	1358	1361.5	1357.65	1357.65	1357.65	0	7	2000	4	2717400
FUTSTKCHOLAFIN23-FEB-2023	735.5	734	734	722.55	722.85	722.85	-1.71	51	22500	18	16360250
FUTSTKTATASTEEL29-MAR-2023	120.5	120	120	117.3	117.55	117.55	-2.44	95	539000	98	63697700
FUTSTKSAIL29-MAR-2023	89.15	88.3	88.3	85.65	86.1	86.1	-3.42	51	464000	58	40424800
FUTSTKBSOFT29-MAR-2023	305.15	0	0	0		299.45	-1.86	9	0	0	0
FUTSTKL&TFH25-JAN-2023	91	90.9	91.75	87.9	89	89	-2.19	6840	19409700	2175	1735105814
FUTSTKINTELLECT23-FEB-2023	451.9	451.15	451.2	444.05	444.05	442.95	-1.98	64	20000	20	8933050
FUTSTKBANDHANBNK23-FEB-2023	242.9	242.6	244.5	238.45	242.85	242.85	-0.02	336	594000	330	143470890
FUTSTKBAJAJFINSV23-FEB-2023	1579.7	1579.25	1582.35	1554.75	1563.7	1563.7	-1.01	478	99000	198	155191700
FUTSTKEXIDEIND29-MAR-2023	182.5	179.5	180.2	179.5	180.2	180.2	-1.26	10	7200	2	1294920
FUTSTKLTTS23-FEB-2023	3686.6	3662.15	3681	3624.95	3646.35	3646.35	-1.09	399	34000	170	124116850
FUTSTKHINDPETRO23-FEB-2023	239.9	243.05	244.3	239.3	243	243	1.29	114	321300	119	77666040
FUTSTKGNFC23-FEB-2023	574	574	592.2	574	586.5	586.5	2.17	170	205400	158	120140410
FUTSTKTVSMOTOR23-FEB-2023	1042.8	1040.45	1045.25	1017	1022.35	1022.35	-1.96	203	135100	193	138874330
FUTSTKMCDOWELL-N25-JAN-2023	870.45	869.15	870.9	853	855.65	855.65	-1.7	23113	1906875	3051	1640968688
FUTSTKICICIGI23-FEB-2023	1282.85	1289.15	1289.15	1259	1262.75	1262.75	-1.56	61	10625	25	13498998.75
FUTSTKJUBLFOOD29-MAR-2023	515.55	515.45	515.45	506.9	506.95	506.95	-1.66	22	30000	24	15267562.5
FUTSTKHAL23-FEB-2023	2556.2	2553.8	2555.4	2490	2496.9	2496.9	-2.31	444	54900	183	138381720
FUTSTKAUROPHARMA25-JAN-2023	444.15	443.7	446.4	439.2	442.65	442.65	-0.33	14185	1856000	1856	822488450
FUTSTKADANIPORTS23-FEB-2023	830.05	830.2	830.3	815.6	817.2	817.2	-1.54	577	177500	284	145946375
FUTSTKACC29-MAR-2023	2482	0	0	0		2447.5	-1.39	0	0	0	0
FUTSTKULTRACEMCO23-FEB-2023	7079.9	7080.2	7140	7076.55	7081.75	7081.75	0.02	195	12800	128	90945665
FUTSTKNMDC23-FEB-2023	127.05	126.3	126.55	122.3	122.9	122.9	-3.26	153	630000	140	77960925
FUTIDXBANKNIFTY29-MAR-2023	43922.95	43989.85	44021	43380.2	43464.6	43464.6	-1.04	729	44100	1764	1923474013
FUTSTKLAURUSLABS23-FEB-2023	382.5	382.8	383.4	376.25	378.3	378.3	-1.09	483	108900	99	41248625
FUTSTKCOALINDIA23-FEB-2023	225.15	224.95	224.95	217.05	217.9	217.9	-3.22	580	1545600	368	338508870
FUTSTKNATIONALUM29-MAR-2023	84.45	83	83	80.7	81.1	81.1	-3.96	23	225000	30	18313875
FUTSTKTATACHEM23-FEB-2023	953.25	953.5	953.5	935	939.25	939.25	-1.46	484	48000	96	45163600
FUTSTKSYNGENE25-JAN-2023	593.9	593.2	599.5	591.3	593.35	593.35	-0.09	1442	625000	625	372250050
FUTIDXMIDCPNIFTY17-JAN-2023	7230.85	0	0	0		7137.45	-1.29	0	0	0	0
FUTIDXMIDCPNIFTY07-FEB-2023	7259.75	0	0	0		7165.9	-1.29	0	0	0	0
FUTSTKMARICO23-FEB-2023	513.3	513.25	513.25	506.95	507.65	507.65	-1.1	121	39600	33	20166900
FUTIDXNIFTY23-FEB-2023	18391.8	18381.7	18381.7	18155.3	18169.4	18169.4	-1.2	25235	728500	14570	13280239113
FUTSTKABBOTINDIA25-JAN-2023	21855.25	21834.7	22151.7	21730.45	21997.15	21997.15	0.64	1177	29000	725	638440352
FUTSTKBIOCON25-JAN-2023	265	264.9	265	261	261.65	261.65	-1.26	10082	2741600	1192	719461965
FUTSTKONGC29-MAR-2023	151.95	148.3	148.3	146.5	146.5	146.5	-3.58	8	15400	4	2263030
FUTSTKPVR25-JAN-2023	1723.6	1756.2	1768.55	1696.15	1702.95	1702.95	-1.19	6966	1547821	3803	2671010109
FUTSTKHINDALCO23-FEB-2023	483.55	477.85	477.85	462.8	464.4	464.4	-3.96	285	478800	342	224373660
FUTSTKINDUSTOWER29-MAR-2023	191.55	191.4	191.4	186.4	186.4	188.3	-1.69	7	19600	7	3684100
FUTSTKINDIAMART25-JAN-2023	4351.4	4363.4	4371.5	4288.95	4316.05	4316.05	-0.81	1824	53850	359	233168107.5
FUTSTKKOTAKBANK25-JAN-2023	1844.95	1840.05	1846.6	1822.15	1829.55	1829.55	-0.83	80523	4727200	11818	8682550660
FUTSTKJINDALSTEL29-MAR-2023	605.6	597	597.05	590	592.45	592.45	-2.17	15	25000	20	14836750
FUTSTKBSOFT23-FEB-2023	303.25	301.45	301.45	295.65	297.95	297.95	-1.74	149	144000	72	42940100
FUTSTKINDIGO29-MAR-2023	2073.75	2063.95	2063.95	2030	2030	2034.8	-1.87	3	900	3	1840185
FUTSTKADANIENT23-FEB-2023	3831.2	3824.1	3865.85	3793.6	3830.1	3830.1	-0.02	2526	321250	1285	1231013450
FUTSTKCANBK29-MAR-2023	340.5	341.05	341.05	329.1	330.8	330.8	-2.84	33	108000	40	35763660
FUTSTKIRCTC25-JAN-2023	645.5	646.45	647.05	633.8	636.05	636.05	-1.46	16156	2471000	2824	1576601600
FUTSTKIDEA23-FEB-2023	8.05	8.05	8.05	7.8	7.95	7.95	-1.24	524	7560000	108	59748500
FUTSTKBEL25-JAN-2023	101	101.25	101.45	98.95	99.35	99.35	-1.63	17841	16290600	2858	1628526480
FUTSTKDABUR29-MAR-2023	569.9	570.2	570.2	570.2	570.2	568.75	-0.2	3	2500	2	1425500
FUTSTKIGL29-MAR-2023	426.05	426.3	426.3	422.7	422.7	423.75	-0.53	6	12375	9	5249612.5
FUTSTKCOFORGE23-FEB-2023	3970	3960.75	3960.75	3892.45	3897.15	3897.15	-1.83	188	10950	73	42897067.5
FUTSTKPETRONET29-MAR-2023	219.6	0	0	0		220	0.18	1	0	0	0
FUTSTKBPCL29-MAR-2023	342.3	338	338	337	337	341.65	-0.18	17	7200	4	2428560
FUTSTKJINDALSTEL23-FEB-2023	603.6	601.05	601.05	586.2	589.6	589.6	-2.31	239	198750	159	117736500
FUTSTKONGC23-FEB-2023	149.55	147.85	148.1	145	146.15	146.15	-2.27	286	581350	151	85100977.5
FUTSTKMFSL29-MAR-2023	721.2	0	0	0		725.2	0.55	0	0	0	0
FUTSTKLALPATHLAB23-FEB-2023	2187.95	2177.15	2188	2155	2159.25	2159.25	-1.31	331	26000	104	56349687.5
FUTSTKSUNPHARMA23-FEB-2023	1011.3	1015.75	1026.45	1004.7	1006.2	1006.2	-0.5	197	81200	116	82406695
FUTSTKUPL23-FEB-2023	728.45	727.55	728.1	720.05	722.25	722.25	-0.85	182	53300	41	38572625
FUTSTKSIEMENS23-FEB-2023	2863	2856.35	2856.4	2828.05	2830.5	2830.5	-1.13	44	3575	13	10151707.5
FUTSTKBAJAJ-AUTO25-JAN-2023	3618.25	3608.1	3611.7	3566	3569.9	3569.9	-1.33	4745	297250	1189	1064737225
FUTSTKINFY25-JAN-2023	1529.3	1528.5	1528.5	1495.05	1497.5	1497.5	-2.07	80463	8047200	20118	12118751260
FUTSTKSBIN29-MAR-2023	619.3	620	620	610.6	612.1	612.1	-1.16	329	61500	41	37768050
FUTSTKCIPLA29-MAR-2023	1093.2	0	0	0		1083.8	-0.85	2	0	0	0
FUTSTKUBL25-JAN-2023	1672.45	1670.85	1681.4	1652.55	1672.2	1672.2	-0.01	2605	338400	846	565568640
FUTSTKHDFC23-FEB-2023	2692.85	2684.3	2699	2646	2653.2	2653.2	-1.47	650	106800	356	284854470
FUTSTKINTELLECT25-JAN-2023	450.6	449.05	449.05	438.05	441.1	441.1	-2.1	4533	503000	503	222858100
FUTSTKWIPRO25-JAN-2023	398.45	397.4	397.75	389.3	390.2	390.2	-2.07	27798	9235500	6157	3622347075
FUTSTKVOLTAS25-JAN-2023	812.35	810	815	800.9	807.95	807.95	-0.54	10171	1155000	1925	933201480
FUTSTKICICIBANK25-JAN-2023	907.25	906.35	913.6	899.95	904.1	904.1	-0.34	96540	18956000	27080	17169669825
FUTIDXFINNIFTY28-FEB-2023	19474.4	19400	19400.05	19171	19213.5	19213.5	-1.33	7	640	16	12348172
FUTSTKMRF29-MAR-2023	90303.8	88000	88000	88000	88000	88000	-2.55	1	10	1	880000
FUTIDXMIDCPNIFTY28-MAR-2023	7326.8	0	0	0		7231.9	-1.29	0	0	0	0
FUTSTKSIEMENS25-JAN-2023	2853.55	2849.45	2863.5	2820.3	2824.85	2824.85	-1	6147	206525	751	587059412.5
FUTSTKCIPLA25-JAN-2023	1082.65	1084.9	1086.45	1070.55	1072.3	1072.3	-0.95	12775	1300650	2001	1400129933
FUTSTKDIXON29-MAR-2023	3921	3892	3892	3892	3892	3925.4	0.11	3	125	1	486500
FUTSTKRBLBANK23-FEB-2023	188.05	188.85	188.85	180	181.55	181.55	-3.45	181	1310000	262	239669250
FUTSTKICICIPRULI23-FEB-2023	473.3	473.4	479.75	472.25	473.6	473.6	0.06	197	163500	109	77712675
FUTSTKZEEL29-MAR-2023	244	240	240.5	238.15	239.65	240.7	-1.35	11	15000	5	3595050
FUTSTKITC23-FEB-2023	330.7	330.9	331.1	324.75	325.85	325.85	-1.46	2940	1091200	682	355937120
FUTSTKPAGEIND29-MAR-2023	42844.45	43000	43000	43000	43000	42829.4	-0.03	1	15	1	645000
FUTSTKVEDL29-MAR-2023	324.2	320	320	311	312.4	312.4	-3.63	29	56000	28	17604600
FUTSTKTATACONSUM29-MAR-2023	780.7	0	0	0		774.55	-0.78	7	0	0	0
FUTSTKGRASIM29-MAR-2023	1744.7	0	0	0		1717.15	-1.57	0	0	0	0
FUTSTKZYDUSLIFE23-FEB-2023	429.95	430.9	430.9	425.05	428.75	428.75	-0.27	108	43200	24	18489690
FUTSTKPEL23-FEB-2023	850.25	846.3	846.3	821.7	824.9	824.9	-2.98	465	136950	249	113618477.5
FUTSTKTCS23-FEB-2023	3339.95	3332.85	3347	3311.45	3333.6	3333.6	-0.19	1292	63875	365	212532748.8
FUTSTKULTRACEMCO25-JAN-2023	7037.95	7060	7103.95	7015.55	7037.2	7037.2	-0.01	21837	542400	5424	3831292155
FUTSTKJKCEMENT25-JAN-2023	2981.95	2989.55	3004.85	2917.6	2925.7	2925.7	-1.88	1769	174000	696	516174112.5
FUTSTKGAIL23-FEB-2023	97.75	97.5	97.5	95.75	96.2	96.2	-1.58	165	823500	90	79449450
FUTSTKHDFCBANK23-FEB-2023	1652.7	1652.1	1658	1623.8	1627	1627	-1.55	4216	387200	704	634006725
FUTSTKPEL29-MAR-2023	854.25	843.8	843.8	830	830	828.9	-2.96	4	1650	3	1377090
FUTSTKBALKRISIND29-MAR-2023	2163.85	0	0	0		2156.4	-0.34	5	0	0	0
FUTSTKAUBANK23-FEB-2023	644.45	646.75	647.15	631.15	634.25	634.25	-1.58	137	109000	109	69340900
FUTSTKTECHM23-FEB-2023	1033.9	1030.4	1039.25	1022	1028.65	1028.65	-0.5	695	85200	142	87812910
FUTSTKBPCL23-FEB-2023	338.9	338.6	342.15	335.55	338.1	338.1	-0.23	315	181800	101	61501410
FUTSTKRELIANCE25-JAN-2023	2573	2566.05	2570.85	2526.5	2531.75	2531.75	-1.6	133960	5796000	23184	14730788675
FUTSTKCANBK25-JAN-2023	339.1	338.55	340.35	326.8	328.65	328.65	-3.08	15837	30993300	11479	10276930080
FUTSTKBAJAJ-AUTO23-FEB-2023	3635.4	3622.25	3627.9	3580.05	3587.3	3587.3	-1.32	70	7000	28	25178375
FUTSTKABFRL29-MAR-2023	291.1	287	287	283.5	284.7	284.7	-2.19	6	10400	4	2964520
FUTSTKUPL29-MAR-2023	732.6	730.4	730.4	725.7	725.7	727	-0.76	13	9100	7	6626035
FUTSTKASTRAL29-MAR-2023	2039.95	0	0	0		2047	0.34	0	0	0	0
FUTSTKSYNGENE23-FEB-2023	597.1	597.05	600.5	595.2	596.4	596.4	-0.11	20	10000	10	5973150
FUTSTKWIPRO23-FEB-2023	400.4	399.6	399.6	391.45	392.35	392.35	-2.01	1660	858000	572	338262675
FUTSTKASTRAL23-FEB-2023	2024.4	2049.8	2055.5	2010	2030.75	2030.75	0.31	76	12375	45	25163311.25
FUTSTKJUBLFOOD23-FEB-2023	513.75	511.1	511.1	503	503.7	503.7	-1.95	492	268750	215	135867687.5
FUTSTKNAVINFLUOR23-FEB-2023	4064.1	4040.75	4045	3950	3964.1	3964.1	-2.46	47	11250	75	44764890
FUTSTKBAJFINANCE23-FEB-2023	6688.85	6681.3	6706.75	6615	6630.8	6630.8	-0.86	1030	46750	374	310935656.3
FUTSTKM&M23-FEB-2023	1262.45	1263	1263	1244	1249.85	1249.85	-0.99	194	83300	119	104275570
FUTSTKIOC23-FEB-2023	79.35	79.45	80.25	77.9	78.75	78.75	-0.75	319	1638000	168	129227962.5
FUTSTKMETROPOLIS29-MAR-2023	1388.85	1387.6	1387.6	1387.6	1387.6	1380.25	-0.61	2	400	1	555040
FUTSTKPFC29-MAR-2023	157.65	157	157.2	153.1	155.55	155.55	-1.33	25	248000	40	38599650
FUTSTKBRITANNIA29-MAR-2023	4290.95	0	0	0		4302.1	0.25	1	0	0	0
FUTSTKICICIPRULI29-MAR-2023	475	475	476.45	475	476.45	476.2	0.25	3	3000	2	1427175
FUTSTKABCAPITAL29-MAR-2023	156.85	0	0	0		150.6	-3.98	0	0	0	0
FUTSTKICICIGI29-MAR-2023	1289	1295	1295	1255.75	1255.75	1255.75	-2.57	3	5950	14	7593177.5
FUTSTKDALBHARAT25-JAN-2023	1884	1889.65	1891.25	1846.85	1854.75	1854.75	-1.55	2248	534000	1068	997061300
FUTSTKHONAUT25-JAN-2023	41294.45	41443.75	41498.95	40400	40533.25	40533.25	-1.84	2543	4275	285	174313890.8
FUTSTKADANIPORTS25-JAN-2023	825.05	825.7	825.75	809.9	811.9	811.9	-1.59	100495	4631250	7410	3783218125
FUTSTKSBILIFE25-JAN-2023	1276.6	1270.8	1287.8	1259.05	1262.65	1262.65	-1.09	8824	2340750	3121	2982082613
FUTSTKHDFC25-JAN-2023	2679.4	2675	2687	2630.5	2639.6	2639.6	-1.48	63794	2327700	7759	6184580625
FUTSTKSAIL25-JAN-2023	88.8	88.2	88.7	85.05	85.6	85.6	-3.6	14825	36120000	4515	3120186800
FUTSTKAXISBANK29-MAR-2023	975.65	980	981	968.1	969.5	969.5	-0.63	363	51600	43	50329080
FUTSTKPNB25-JAN-2023	58.15	58.35	58.55	55.9	56.5	56.5	-2.83	13258	122912000	7682	6997856800
FUTSTKIBULHSGFIN25-JAN-2023	151.4	151.55	152.1	144.4	145.9	145.9	-3.63	11140	13180000	3295	1939415800
FUTSTKAUBANK29-MAR-2023	642.65	638	642	631	633	633	-1.5	9	9000	9	5727050
FUTSTKEXIDEIND23-FEB-2023	181.7	182.25	182.25	178	179.45	179.45	-1.23	1447	2268000	630	407664720
FUTSTKDIVISLAB29-MAR-2023	3446.3	3450	3482.75	3450	3475.75	3489.95	1.26	29	3750	25	13018935
FUTSTKABB29-MAR-2023	2732.65	0	0	0		2748.1	0.56	0	0	0	0
FUTSTKAUROPHARMA29-MAR-2023	448.4	448	450.5	447.4	450.5	448.2	-0.04	23	5000	5	2243800
FUTSTKALKEM23-FEB-2023	3057.95	2990	2997.85	2974.85	2974.85	2974.85	-2.71	58	1200	6	3587400
FUTSTKRECLTD25-JAN-2023	123.45	122.95	124.1	120.25	122.6	122.6	-0.68	9379	33384000	4173	4089061600
FUTSTKIEX23-FEB-2023	143.7	143.4	143.4	140.8	141.05	141.05	-1.84	818	603750	161	85557000
FUTSTKHINDALCO25-JAN-2023	481	476.7	479.4	459.55	461.35	461.35	-4.08	15326	14817600	10584	6897049880
FUTSTKIBULHSGFIN29-MAR-2023	153.4	151	151.35	147.1	147.4	147.4	-3.91	22	40000	10	5969800
FUTSTKIOC29-MAR-2023	79.8	79.15	79.45	78.2	78.9	79.35	-0.56	20	117000	12	9247875
FUTSTKCOALINDIA25-JAN-2023	224.8	225.1	225.1	216.5	217.45	217.45	-3.26	5728	18358200	4371	4016691840
FUTSTKINDUSINDBK29-MAR-2023	1260	1279.45	1284	1220.5	1239.9	1239.9	-1.59	332	28800	64	35971560
FUTSTKMUTHOOTFIN25-JAN-2023	1088	1087.15	1095	1068	1082.45	1082.45	-0.51	12585	958650	1743	1039641735
FUTSTKCOLPAL29-MAR-2023	1541.75	1537	1537	1537	1537	1537	-0.3	7	350	1	537950
FUTSTKDEEPAKNTR23-FEB-2023	2012	2000	2001.15	1949.7	1957.05	1957.05	-2.73	338	53750	215	105841862.5
FUTSTKTRENT23-FEB-2023	1362.45	1362	1362	1310.3	1317.15	1317.15	-3.32	50	28000	70	37306920
FUTSTKAPOLLOTYRE29-MAR-2023	330.65	325.65	325.65	319.2	325.55	325.25	-1.63	10	31500	9	10166100
FUTSTKOBEROIRLTY29-MAR-2023	891.25	0	0	0		873.85	-1.95	0	0	0	0
FUTSTKMGL23-FEB-2023	858.05	853.2	856.6	844.45	851.25	851.25	-0.79	144	14400	18	12240960
FUTSTKGRASIM23-FEB-2023	1736.1	1736.1	1741.8	1702.45	1708.55	1708.55	-1.58	55	24700	52	42314686.25
FUTSTKCHOLAFIN29-MAR-2023	740.25	0	0	0		729.9	-1.39	2	0	0	0
FUTSTKIBULHSGFIN23-FEB-2023	152.3	152.55	152.55	145.3	146.65	146.65	-3.7	617	2016000	504	298432600
FUTSTKCUMMINSIND29-MAR-2023	1418.35	1391.7	1391.7	1391.7	1391.7	1414.95	-0.23	3	1200	2	1670040
FUTSTKNATIONALUM23-FEB-2023	83.6	82.75	82.75	80.3	81.1	81.1	-2.99	305	1702500	227	138282750
FUTSTKMCDOWELL-N23-FEB-2023	875.6	874.05	876.8	858.6	861.5	861.5	-1.61	199	86250	138	74695968.75
FUTSTKRAMCOCEM29-MAR-2023	724.75	0	0	0		719.7	-0.69	0	0	0	0
FUTSTKMANAPPURAM23-FEB-2023	122.9	122.75	125.2	120.6	122.5	122.5	-0.32	331	1356000	226	166553700
FUTSTKGODREJCP29-MAR-2023	907.15	0	0	0		902.8	-0.47	3	0	0	0
FUTSTKNMDC25-JAN-2023	126.45	125.95	126.5	121.55	122.3	122.3	-3.28	7750	14580000	3240	1795481550
FUTSTKWIPRO29-MAR-2023	402.85	399.5	399.5	394	394.45	394.45	-2.08	72	61500	41	24348825
FUTSTKLALPATHLAB25-JAN-2023	2231.7	2225.45	2238.2	2197.15	2205.7	2205.7	-1.16	4668	326750	1307	723820350
FUTSTKBAJAJFINSV25-JAN-2023	1570.55	1567.75	1572.35	1545	1554.3	1554.3	-1.03	15963	1395500	2791	2172880375
FUTSTKTATASTEEL25-JAN-2023	119	119.35	119.45	115.65	116.15	116.15	-2.39	35179	69707000	12674	8147836675
FUTSTKUPL25-JAN-2023	724	725.6	725.65	714.1	717.55	717.55	-0.89	15384	2382900	1833	1712789130
FUTSTKACC23-FEB-2023	2471.25	2493.9	2503.55	2430.6	2436.45	2436.45	-1.4	86	23250	93	57336550
FUTSTKBATAINDIA29-MAR-2023	1672.35	0	0	0		1665	-0.43	1	0	0	0
FUTSTKPETRONET25-JAN-2023	217.45	218.25	220.7	214.85	217.25	217.25	-0.09	3948	7803000	2601	1696911300
FUTSTKINDIACEM23-FEB-2023	225.4	227	227	221.1	221.9	221.9	-1.55	64	124700	43	27892780
FUTSTKSBIN23-FEB-2023	616.9	618	618.55	607.7	609.55	609.55	-1.19	1642	1119000	746	684079650
FUTSTKHDFCBANK29-MAR-2023	1661.55	1659.3	1659.3	1632	1632	1635.6	-1.56	884	13750	25	22593670
FUTSTKJSWSTEEL29-MAR-2023	773	768	768	746	746.1	746.1	-3.47	28	24300	18	18328950
FUTSTKPIDILITIND23-FEB-2023	2564.2	2561.75	2561.75	2531.7	2536.5	2536.5	-1.08	92	8250	33	20987737.5
FUTSTKHONAUT23-FEB-2023	41439.55	40900	40987.9	40900	40987.9	40851.95	-1.41	10	45	3	1842625.5
FUTSTKDABUR23-FEB-2023	566.5	566.5	568.95	564.25	565.55	565.55	-0.16	67	56250	45	31881187.5
FUTSTKTRENT25-JAN-2023	1353.9	1365.5	1365.5	1303.5	1309.45	1309.45	-3.28	10104	952800	2382	1259609840
FUTSTKBALKRISIND23-FEB-2023	2150.1	2119.15	2126	2119.15	2123.6	2123.6	-1.23	61	2400	8	5092860
FUTSTKABBOTINDIA29-MAR-2023	22029.45	22200	22200	22200	22200	22285.7	1.16	2	40	1	888000
FUTSTKJSWSTEEL25-JAN-2023	768.25	768.35	768.35	736.05	737.3	737.3	-4.02	17425	7327800	5428	5469530805
FUTSTKBANKBARODA29-MAR-2023	189.5	185.55	186	183.65	186	185.6	-2.05	27	40950	7	7569022.5
FUTSTKWHIRLPOOL29-MAR-2023	1539.9	0	0	0		1529.55	-0.67	0	0	0	0
FUTSTKABB25-JAN-2023	2706.8	2707.7	2745	2707.7	2714.35	2714.35	0.27	7641	422000	1688	1150403000
FUTSTKHDFCBANK25-JAN-2023	1644.15	1643.65	1649.75	1614.6	1618.5	1618.5	-1.56	100555	11336600	20612	18488193515
FUTSTKALKEM29-MAR-2023	3077.5	0	0	0		3073.15	-0.14	2	0	0	0
